1 37.01111111111111 6.219101123595506 45 89
1 9.851851851851851 6.651515151515151 54 66
1 13.290697674418604 6.7317073170731705 43 82
1 29.1 7.418918918918919 45 74
1 63.42 6.091549295774648 25 71
1 43.369565217391305 6.946428571428571 23 56
1 74.45454545454545 8.523809523809524 22 42
1 37.04 6.442028985507246 50 69
1 51.33870967741935 6.59375 31 64
1 30.81578947368421 6.345070422535211 38 71
1 56.22222222222222 10.28125 18 32
1 25.944444444444443 71.78571428571429 9 7
1 54.27777777777778 7.58 18 50
1 12.123188405797102 5.869565217391305 69 138
1 8.025 5.712765957446808 40 94
1 6.527027027027027 8.26923076923077 37 52
