1 20.62280701754386 5.29646017699115 57 113
1 21.351063829787233 5.1767676767676765 47 99
1 7.363636363636363 4.74 44 100
1 21.72222222222222 5.1422018348623855 45 109
1 41.66279069767442 4.453488372093023 43 86
1 41.63333333333333 4.86231884057971 30 69
1 38.243589743589745 4.787234042553192 39 94
1 20.529850746268657 9.669491525423728 67 59
1 31.125 4.702247191011236 32 89
1 24.928571428571427 5.28125 28 64
1 41.61363636363637 4.808510638297872 44 94
1 27.69148936170213 4.841176470588235 47 85
1 9.029411764705882 4.8522727272727275 34 88
1 26.05 5.090361445783133 40 83
1 19.462962962962962 5.5625 27 64
1 14.30952380952381 4.850515463917525 42 97
1 29.92105263157895 5.575 19 40
1 57.13157894736842 46.285714285714285 19 14
1 21.744444444444444 4.965909090909091 45 88
1 7.051724137931035 5.161016949152542 58 118
1 3.717391304347826 4.878640776699029 46 103
1 23.88095238095238 5.592436974789916 63 119
1 32.263636363636365 5.065656565656566 55 99
