1 17.70689655172414 5.308695652173913 58 115
1 31.986486486486488 6.339506172839506 37 81
1 12.939024390243903 7.9520547945205475 41 73
1 36.87777777777778 5.04320987654321 45 81
1 48.3 5.453125 30 64
1 20.43220338983051 5.661290322580645 59 93
1 23.803030303030305 5.206422018348624 33 109
1 23.546511627906977 5.079545454545454 43 88
1 22.46 5.435483870967742 25 62
1 48.9 5.132183908045977 35 87
1 43.327586206896555 4.947368421052632 29 76
1 19.09375 6.462962962962963 32 54
1 24.3 5.1875 40 80
1 19.65909090909091 4.939024390243903 44 82
1 7.035714285714286 5.226315789473684 84 95
1 38.078947368421055 6.642857142857143 19 35
1 31.92105263157895 24.605263157894736 19 19
1 8.546511627906977 5.2125 43 80
1 12.453488372093023 6.28494623655914 43 93
1 12.973684210526315 7.105263157894737 38 76
1 23.693548387096776 5.637931034482759 62 116
1 36.645833333333336 5.115384615384615 48 104
