1 35.06818181818182 6.385057471264368 44 87
1 6.448717948717949 6.315384615384615 39 65
1 10.791666666666666 7.911764705882353 48 68
1 44.357142857142854 5.801075268817204 42 93
1 24.372340425531913 6.981927710843373 47 83
1 60.870370370370374 6.014285714285714 27 70
1 42.40909090909091 6.285714285714286 22 56
1 72.45454545454545 7.825581395348837 22 43
1 55.91935483870968 6.1 31 70
1 58.31481481481482 6.121212121212121 27 66
1 37.535714285714285 6.574626865671642 28 67
1 64.1470588235294 8.271428571428572 17 35
1 32.9 27.9 10 10
1 41.36363636363637 6.556603773584905 22 53
1 12.661290322580646 6.103053435114504 62 131
1 7.386363636363637 5.541666666666667 44 96
1 8.384615384615385 5.8076923076923075 26 65
