1 35.077777777777776 6.117977528089888 45 89
1 6.480769230769231 6.126865671641791 52 67
1 10.990196078431373 6.4875 51 80
1 159.41666666666666 6.463855421686747 12 83
1 23.0 7.54 52 75
1 61.68518518518518 6.1231884057971016 27 69
1 53.888888888888886 7.068627450980392 18 51
1 74.18181818181819 7.217391304347826 22 46
1 53.59090909090909 6.703125 33 64
1 66.79166666666667 6.207692307692308 24 65
1 35.37096774193548 6.268115942028985 31 69
1 54.7 7.851351351351352 20 37
1 30.2 34.5 10 10
1 52.666666666666664 7.214285714285714 18 49
1 12.515384615384615 5.451724137931034 65 145
1 6.846938775510204 5.563157894736842 49 95
1 5.3936170212765955 6.5 47 60
