1 24.09259259259259 6.686915887850467 54 107
1 25.61764705882353 5.723300970873787 51 103
1 9.71951219512195 5.311881188118812 41 101
1 67.9074074074074 5.363636363636363 27 66
1 28.091836734693878 5.579207920792079 49 101
1 7.917910447761194 5.58 67 125
1 42.79032258064516 4.933734939759036 31 83
1 38.94444444444444 6.0 18 54
1 55.93333333333333 5.5625 30 64
1 50.32608695652174 6.833333333333333 23 45
1 46.43333333333333 5.368421052631579 30 76
1 45.092592592592595 5.0 27 76
1 19.78205128205128 5.063218390804598 39 87
1 53.85294117647059 6.777777777777778 17 36
1 30.5 35.666666666666664 28 18
1 24.42 5.6525423728813555 25 59
1 13.782608695652174 4.707407407407407 46 135
1 4.423076923076923 5.169902912621359 52 103
1 0.5 5.161538461538462 22 65
1 21.103174603174605 5.854838709677419 63 124
