1 12.848484848484848 5.4465648854961835 66 131
1 15.947761194029852 5.776190476190476 67 105
1 0.9901960784313726 5.461538461538462 51 104
1 34.833333333333336 5.373239436619718 42 71
1 38.6875 5.7631578947368425 32 57
1 18.44 5.411764705882353 50 102
1 2.1857142857142855 5.722222222222222 70 126
1 19.593023255813954 4.852941176470588 43 85
1 9.1 5.517241379310345 25 58
1 36.04761904761905 5.666666666666667 42 72
1 31.694444444444443 5.1 36 65
1 19.833333333333332 6.630434782608695 27 46
1 25.5 5.728571428571429 33 70
1 17.95945945945946 5.226027397260274 37 73
1 6.989795918367347 5.233333333333333 49 90
1 33.11538461538461 7.25 13 32
1 109.91666666666667 53.04545454545455 12 11
1 3.0789473684210527 5.276119402985074 38 67
1 2.764705882352941 6.319047619047619 68 105
1 13.5 6.035087719298246 73 114
1 36.69047619047619 6.132911392405063 42 79
